y,age_log,balance_p,balance_m
0.0,-0.8393775376216905,-2.493297667420139,
0.0,-1.809079754155219,,
0.0,-1.809079754155219,-1.5934794142695088,
0.0,1.428401010469085,0.9404998336859856,
0.0,0.913702977686034,1.95175252535258,
0.0,-0.06228930447438336,0.6720420639538822,
0.0,-0.6012352237874928,0.6817042816766279,
0.0,-0.1643247852691563,0.2984044749090207,
0.0,-1.09289421607084,0.015361149334179643,
0.0,-1.3639082292174587,-0.7909949376066877,
0.0,-0.9640910327549231,0.5013325133333324,
0.0,-0.8393775376216905,1.4171978324276742,
1.0,-1.3639082292174587,-0.7368402253947115,
0.0,-0.4873679715635964,,
1.0,0.7533482581165507,0.2570060017699923,
0.0,-1.09289421607084,,0.2300642801652376
0.0,0.5861679153793732,1.3039377960534493,
0.0,0.037162720032171775,1.271667446420701,
0.0,-0.26908153056115425,,0.10907875421463739
0.0,1.2160171177517785,-0.016291901681829573,
0.0,-1.655015100212623,0.6560371167361898,
0.0,1.0677676316286302,0.8218626762216961,
0.0,2.0633517007593514,0.7446323247438906,
1.0,-0.718501996037194,0.8174204303081785,
0.0,0.22881756652078256,0.6508359949850862,
0.0,1.358874502623796,1.3245438300319807,
0.0,-0.4873679715635964,,
0.0,-0.1643247852691563,-0.27157029987184134,
0.0,-0.718501996037194,,-0.3525456181531177
0.0,-1.09289421607084,0.25495997689209837,
1.0,-0.4873679715635964,0.915290438968248,
0.0,0.4998315796673995,0.1489291280268679,
0.0,-1.3639082292174587,,
0.0,1.496718300159636,1.3726443596440516,
0.0,1.496718300159636,,
0.0,-1.5067656140894745,-0.5541163391707533,
0.0,-0.06228930447438336,0.5849320108310239,
1.0,0.037162720032171775,-1.0093069381196138,
0.0,-0.26908153056115425,0.6233870756764802,
0.0,1.496718300159636,-0.44789661822770194,
0.0,1.6298885157704113,0.6288357967999235,
0.0,0.7533482581165507,-3.06958345400938,
0.0,0.4998315796673995,,-2.889682712790079
0.0,-0.1643247852691563,-3.06958345400938,
0.0,-1.2260644316816154,0.016387437019331354,
0.0,-0.06228930447438336,-0.05900072183831739,
0.0,0.32124877567372906,0.4117338054709903,
0.0,-0.718501996037194,0.33170580633948743,
0.0,-0.8393775376216905,,
0.0,1.75869169908633,0.6288357967999235,
0.0,0.8343438110280261,,-1.0493508703800587
0.0,0.1341588862876522,,0.555203153570384
0.0,1.358874502623796,0.48953575542617284,
0.0,-0.06228930447438336,0.053152316311979454,
0.0,0.913702977686034,0.8769858436653811,
0.0,0.6706474109978496,0.3165228025765861,
0.0,0.7533482581165507,0.685984571917604,
0.0,0.22881756652078256,0.6200934227329811,
0.0,1.5638677155604384,0.13819355999060726,
1.0,0.4998315796673995,0.7624692369767597,
0.0,0.5861679153793732,-0.38780272641542535,
0.0,-0.3767086779864628,-0.5072955962388502,
0.0,1.1425917062170239,2.1468099265709886,
0.0,0.8343438110280261,,
0.0,-0.718501996037194,2.121084309238777,
0.0,-1.5067656140894745,-0.038382832661585445,
1.0,-0.6012352237874928,0.5635064932792071,
0.0,1.2880951977196817,,
0.0,-0.6012352237874928,0.48169241762926746,
1.0,-1.09289421607084,0.09497190672225346,
1.0,-1.09289421607084,0.6849995766318203,
0.0,1.428401010469085,0.13652438400899555,
0.0,-0.26908153056115425,0.27312265704622485,
0.0,0.8343438110280261,,
0.0,0.22881756652078256,1.0619129608410065,
0.0,0.32124877567372906,-1.235902755312309,
0.0,0.037162720032171775,-0.061336906030948636,
0.0,1.6298885157704113,0.3165228025765861,
0.0,2.2354147602776586,0.7693412398806426,
0.0,0.22881756652078256,,0.2808021365134123
0.0,-1.5067656140894745,-0.9976719133557516,
0.0,-0.06228930447438336,-0.6872584510057904,
0.0,0.32124877567372906,-0.46161435144627916,
0.0,1.1425917062170239,-1.6974349722936604,
0.0,-0.26908153056115425,-0.41068365324870093,
0.0,1.428401010469085,-0.05900072183831739,
0.0,0.32124877567372906,-0.8116128267834196,
0.0,0.32124877567372906,,1.0275287669654811
0.0,0.8343438110280261,-0.16892820833884006,
0.0,-0.9640910327549231,-0.15229833738080115,
1.0,-1.3639082292174587,,
1.0,-1.2260644316816154,0.0976568293702441,
0.0,-0.3767086779864628,-0.4279024547468721,
0.0,-0.4873679715635964,-1.898932006617344,
0.0,-0.26908153056115425,-1.9262648208864732,
1.0,-1.5067656140894745,0.695422014895205,
0.0,-1.09289421607084,,0.08298524347673555
0.0,-1.2260644316816154,-0.7950610406883248,
1.0,0.8343438110280261,-1.0152120084313292,
0.0,0.6706474109978496,-1.1628716877673366,
0.0,0.1341588862876522,1.5917749215203623,
0.0,0.7533482581165507,-1.371346827277566,
0.0,0.9914905719507466,-0.2218434049372266,
0.0,1.6298885157704113,-0.21724716598062432,
0.0,1.428401010469085,1.2939986799493548,
0.0,-1.3639082292174587,,
1.0,1.6948180129744397,2.3923119769293906,
0.0,-0.3767086779864628,0.39636176317930727,
1.0,-2.3112277917754334,-0.46161435144627916,
0.0,-0.4873679715635964,,1.4786185896194524
1.0,-0.6012352237874928,0.6753918424137489,
0.0,0.7533482581165507,0.0976568293702441,
0.0,-0.718501996037194,1.57243203554536,
0.0,-0.9640910327549231,-0.21724716598062432,
0.0,-1.655015100212623,0.9254170588136003,
0.0,-0.3767086779864628,-0.8158246695533553,
0.0,-0.06228930447438336,0.36943799917497266,
0.0,0.037162720032171775,1.1763148196917725,
0.0,-0.8393775376216905,,
0.0,0.4998315796673995,-0.007682963043920121,
0.0,0.037162720032171775,0.4589640573050518,
0.0,0.9914905719507466,,-1.5285134144951678
0.0,0.4115549400658178,1.0733919146268562,
0.0,-0.6012352237874928,,0.8545893218730046
0.0,0.4998315796673995,,1.6249135108750687
0.0,0.037162720032171775,0.466161569324261,
0.0,0.9914905719507466,-0.3502657911505663,
0.0,1.428401010469085,1.50033714921276,
0.0,-1.09289421607084,-2.900555981693038,
0.0,1.2160171177517785,0.08227744115327333,
0.0,-1.3639082292174587,,
0.0,0.8343438110280261,1.0584424867795001,
0.0,-0.06228930447438336,1.078628124663327,
0.0,1.1425917062170239,-1.3499790342972318,
0.0,-0.4873679715635964,0.4398271402577432,
1.0,-0.3767086779864628,1.2396984579688008,
0.0,0.037162720032171775,1.296325151214543,
0.0,0.037162720032171775,0.10739788904379363,
0.0,-0.8393775376216905,-0.39602033659894226,
0.0,-0.4873679715635964,-0.4828108222063111,
0.0,-0.4873679715635964,,-2.5231691757485932
0.0,-0.9640910327549231,0.6193589856993984,
0.0,0.4115549400658178,1.3214374429980482,
0.0,-0.6012352237874928,0.3140566938129314,
0.0,0.8343438110280261,,1.255739306506196
1.0,2.4002562252174555,1.0699887800021008,
0.0,-0.1643247852691563,-0.9374980229661353,
0.0,1.358874502623796,,
0.0,-1.5067656140894745,1.2575768538523522,
0.0,0.7533482581165507,,
0.0,-0.3767086779864628,0.526824824216814,
0.0,-0.3767086779864628,,
0.0,1.6298885157704113,-0.23901074850126197,
0.0,0.037162720032171775,0.2657906900308884,
0.0,1.428401010469085,-0.5904135990828521,
0.0,0.4115549400658178,0.7676307596322401,
0.0,0.913702977686034,0.16347717785845903,
1.0,-0.8393775376216905,0.05025559943209545,
0.0,0.4115549400658178,-0.5276456667296279,
0.0,0.32124877567372906,-0.1831552848099525,
0.0,-0.718501996037194,-0.16333245603919783,
0.0,0.32124877567372906,0.9865134736920919,
0.0,-1.9694344737247023,-1.0152120084313292,
0.0,-0.3767086779864628,0.515095164525278,
0.0,0.8343438110280261,-0.19479030957381535,
1.0,-0.6012352237874928,0.9660992765092052,
0.0,-0.26908153056115425,-0.41068365324870093,
0.0,-1.09289421607084,0.36208292560774313,
0.0,1.496718300159636,1.1957825491799645,
0.0,0.4998315796673995,0.012271486384350692,
0.0,-0.1643247852691563,1.034646052298291,
0.0,-1.2260644316816154,2.1599301171066037,
0.0,-0.3767086779864628,,-0.373753836097214
1.0,-1.2260644316816154,0.30722103230694886,
1.0,-1.809079754155219,0.7380641211251578,
0.0,0.8343438110280261,-0.556830198731767,
0.0,-0.718501996037194,-2.208037768560213,
0.0,0.9914905719507466,,0.9547548353712321
0.0,-0.4873679715635964,-0.2632597009170037,
0.0,1.0677676316286302,0.13233057926309016,
0.0,0.22881756652078256,-0.16752426609291238,
0.0,-1.2260644316816154,0.949786011258066,
0.0,0.32124877567372906,-0.39602033659894226,
0.0,0.1341588862876522,,
0.0,0.6706474109978496,0.08319334087165418,
1.0,0.4115549400658178,-0.4852138912018333,
0.0,-0.26908153056115425,-0.03725833557123528,
0.0,0.913702977686034,-0.32406497340124535,
0.0,0.22881756652078256,,0.903400127950043
0.0,-1.655015100212623,-1.2188711410563187,
0.0,-0.06228930447438336,-1.133115985321008,
0.0,1.358874502623796,0.9197147787776637,
0.0,-2.3112277917754334,-0.9533074848306319,
0.0,-0.718501996037194,-0.23901074850126197,
0.0,-1.09289421607084,0.6967119156336212,
0.0,0.8343438110280261,1.1057392322156157,
0.0,0.9914905719507466,,-1.3131906300771439
0.0,-0.8393775376216905,1.836244956723925,
1.0,-1.809079754155219,-2.2550668254635813,
1.0,-0.718501996037194,0.8606439438495188,
0.0,0.4998315796673995,1.551303385863767,
0.0,-1.2260644316816154,-0.522491690256748,
0.0,-1.3639082292174587,0.15866774131524367,
0.0,-1.2260644316816154,0.04539577395539364,
0.0,-1.2260644316816154,-0.04176929477633345,
0.0,-0.3767086779864628,1.0273517370058811,
0.0,-1.809079754155219,-1.371346827277566,
0.0,-0.9640910327549231,-0.21117424834585366,
0.0,-1.2260644316816154,-0.1703355133238978,
0.0,-1.2260644316816154,0.9483184469437661,
0.0,0.9914905719507466,0.4680661076219098,
0.0,-0.4873679715635964,-1.2105369651447413,
0.0,-0.8393775376216905,-1.7786051415504656,
0.0,-0.26908153056115425,-1.7366194593933997,
0.0,0.4998315796673995,0.6134502037787476,
0.0,0.5861679153793732,0.7031192806627209,
1.0,1.8834051942195609,-0.9586732714419242,
0.0,1.6298885157704113,-0.9586732714419242,
0.0,0.7533482581165507,,-0.13748087814250642
0.0,-1.3639082292174587,-0.12820409147853376,
0.0,-1.09289421607084,0.594975837464979,
0.0,-0.06228930447438336,0.804961209169774,
1.0,0.9914905719507466,0.7490689142889609,
0.0,0.913702977686034,0.6856564235983443,
0.0,-1.655015100212623,-1.2534428503878872,
0.0,-0.3767086779864628,-0.08400660415367461,
0.0,-1.09289421607084,1.7381302970990804,
0.0,1.5638677155604384,0.6652846628411984,
0.0,-0.06228930447438336,1.8656918126795623,
0.0,-0.9640910327549231,,-1.237595253765413
0.0,0.6706474109978496,0.15543943896070667,
0.0,1.0677676316286302,0.2190410327953282,
0.0,0.7533482581165507,,
0.0,0.6706474109978496,0.22912178707086261,
1.0,1.9443078892824908,-1.0712114617203112,
1.0,0.32124877567372906,-0.4949256751310701,
0.0,-0.8393775376216905,1.0321033300283844,
0.0,0.4998315796673995,0.9310645286554745,
0.0,1.2160171177517785,0.818206800557656,
0.0,-0.718501996037194,0.4779648901365451,
0.0,-1.09289421607084,,-0.9628011978231946
0.0,0.913702977686034,0.9510410125547946,
0.0,-0.3767086779864628,-0.8417501788374263,
0.0,0.9914905719507466,-1.5476731456334267,
1.0,-1.09289421607084,-0.23114517520686387,
0.0,0.037162720032171775,0.2298352656653524,
1.0,2.2911340653498793,0.09317511770616826,
0.0,1.496718300159636,-1.8238235666654132,
0.0,-1.655015100212623,0.05699252312233323,
1.0,1.6948180129744397,0.3059695950918588,
0.0,-0.3767086779864628,-1.4284353439930235,
0.0,-1.09289421607084,,-0.373753836097214
0.0,-0.6012352237874928,-0.1889439971550798,
0.0,0.8343438110280261,-1.3823293816241686,
0.0,0.9914905719507466,0.8179447940648588,
0.0,0.9914905719507466,,0.38270710321144186
0.0,1.5638677155604384,0.7914101114976766,
0.0,0.32124877567372906,-0.01089655109359223,
0.0,0.32124877567372906,0.6912101721252695,
0.0,0.037162720032171775,0.7908615124378743,
1.0,-0.6012352237874928,0.9981986360998923,
0.0,0.913702977686034,-0.16055443880547043,
0.0,-0.8393775376216905,-0.8032786508718418,
0.0,0.1341588862876522,-3.7150726102388374,
0.0,1.358874502623796,-0.41280860873078257,
0.0,-0.3767086779864628,0.10299014481347307,
0.0,-0.3767086779864628,0.9132885646283702,
0.0,-0.6012352237874928,-0.65103945068734,
0.0,1.428401010469085,0.4297661144507302,
1.0,0.913702977686034,1.1737459810341504,
0.0,0.5861679153793732,0.23338972024664523,
0.0,1.6298885157704113,,-0.5428828347201531
0.0,-1.09289421607084,-1.8478085111906817,
0.0,-0.9640910327549231,,1.1600373084266193
0.0,0.9914905719507466,-1.9262648208864732,
1.0,0.4115549400658178,0.4195298006572502,
0.0,-1.5067656140894745,1.2800817613653221,
1.0,-1.5067656140894745,1.1267169241307822,
0.0,1.2160171177517785,-0.030556176773239768,
0.0,1.358874502623796,-0.7368402253947115,
1.0,0.4115549400658178,0.48029736461844347,
0.0,-1.09289421607084,1.1472706948428502,
0.0,-0.26908153056115425,-3.06958345400938,
0.0,-0.8393775376216905,-0.6542413635181749,
1.0,0.4115549400658178,0.5930576197952385,
0.0,-0.6012352237874928,-0.4973789127258934,
0.0,-0.8393775376216905,1.0953713946224966,
0.0,1.428401010469085,-0.39809282393424944,
0.0,-1.655015100212623,1.0350084017087047,
0.0,0.4998315796673995,-1.0712114617203112,
0.0,-0.8393775376216905,-0.8506526150644588,
0.0,0.9914905719507466,-1.1942150947443682,
0.0,1.2160171177517785,-0.5790045114686151,
0.0,0.7533482581165507,0.6445332576060484,
0.0,-0.3767086779864628,,
0.0,-0.3767086779864628,-0.0013080410075562144,
0.0,-1.655015100212623,0.8833505349345391,
0.0,-0.6012352237874928,,
0.0,-1.809079754155219,0.08136011145817099,
0.0,1.2160171177517785,,0.39263795333587087
0.0,-0.6012352237874928,-2.3061903208902437,
0.0,-1.655015100212623,0.769056505418873,
0.0,-1.2260644316816154,-3.7150726102388374,
1.0,0.8343438110280261,-0.04290246687370245,
0.0,-0.26908153056115425,0.4080599687110531,
0.0,0.1341588862876522,0.2964978765338829,
0.0,0.913702977686034,0.9652840844944772,
0.0,-0.3767086779864628,1.7402064460804025,
0.0,-1.2260644316816154,0.35058452438835425,
0.0,1.496718300159636,-0.6139187154472248,
0.0,-0.8393775376216905,1.6252763999947388,
0.0,-0.1643247852691563,-1.6974349722936604,
0.0,-0.3767086779864628,0.6970339488290563,
0.0,1.2880951977196817,-0.5460491705577323,
0.0,-1.09289421607084,-0.4639321041574448,
0.0,1.358874502623796,1.9862927076907797,
0.0,-1.655015100212623,-2.7694480884521253,
0.0,-0.9640910327549231,-1.0979228591675134,
0.0,0.913702977686034,-0.7750062081434357,
0.0,-0.4873679715635964,-2.4240942977799222,
0.0,0.1341588862876522,0.0060429875934221115,
0.0,-0.4873679715635964,-0.2566948331745122,
0.0,-0.718501996037194,-0.5199315574464268,
0.0,0.22881756652078256,-1.0093069381196138,
0.0,-0.8393775376216905,0.1753313032216447,
0.0,-1.3639082292174587,,
0.0,1.2880951977196817,-0.16752426609291238,
0.0,-0.06228930447438336,-1.6431610695852086,
0.0,-0.9640910327549231,-0.5123174178386432,
0.0,-0.4873679715635964,-2.900555981693038,
0.0,1.1425917062170239,0.31033801335915373,
1.0,1.6298885157704113,,
0.0,-0.8393775376216905,0.5404300526637139,
0.0,-2.8871075171104095,0.6899081227273421,
0.0,-0.3767086779864628,-0.24698304924527584,
0.0,0.4998315796673995,,0.7196186019023301
0.0,-1.809079754155219,0.07023896776068098,
0.0,0.1341588862876522,0.7938724880718264,
1.0,0.037162720032171775,0.8425793003995232,
0.0,-0.8393775376216905,-0.8688726657191786,
0.0,-0.8393775376216905,-1.0582977649602394,
0.0,1.0677676316286302,-0.14957188445886743,
0.0,-1.655015100212623,0.06270617803885095,
0.0,-0.6012352237874928,-0.4344918645645268,
0.0,0.1341588862876522,0.9074667607809574,
0.0,1.2880951977196817,0.7850700829812418,
0.0,0.4998315796673995,-0.4756600294749618,
0.0,0.7533482581165507,,
0.0,1.6298885157704113,0.4200458740767816,
0.0,0.4998315796673995,,
0.0,-0.8393775376216905,-0.5250630271850768,
0.0,1.358874502623796,0.4064784077281955,
0.0,1.2880951977196817,1.2585680806591282,
0.0,-0.06228930447438336,,
0.0,1.2880951977196817,-0.3277371700448061,
0.0,-0.6012352237874928,1.220334793985883,
1.0,0.037162720032171775,1.2323660531473841,
0.0,0.1341588862876522,0.695422014895205,
0.0,1.358874502623796,-1.5476731456334267,
0.0,-0.718501996037194,,0.3062779180120587
0.0,0.22881756652078256,-0.09135106916525407,
0.0,-0.06228930447438336,,
0.0,0.32124877567372906,1.5561725054331255,
0.0,-1.3639082292174587,0.4704381316363613,
0.0,-0.26908153056115425,-0.9806402990997611,
0.0,-1.09289421607084,0.8372780654857654,
0.0,0.4115549400658178,0.4241582236756686,
0.0,0.913702977686034,-0.7789627857237099,
0.0,-1.09289421607084,-2.900555981693038,
0.0,-0.3767086779864628,0.41382287273977547,
0.0,0.9914905719507466,-0.13745703153410893,
0.0,-0.26908153056115425,-1.235902755312309,
1.0,-0.8393775376216905,-0.007682963043920121,
0.0,2.7105341696219942,0.2875176867580356,
0.0,1.358874502623796,-0.0013080410075562144,
0.0,-0.26908153056115425,-2.0860393531472394,
0.0,-0.26908153056115425,,0.6660858691701307
0.0,0.6706474109978496,-0.214202860981498,
0.0,0.1341588862876522,-0.18604251199759336,
1.0,0.7533482581165507,0.06554230366010429,
0.0,1.496718300159636,0.0365454878682231,
0.0,0.6706474109978496,0.5433646622981537,
0.0,0.1341588862876522,-0.03725833557123528,
0.0,0.9914905719507466,0.5500178068524142,
0.0,-0.1643247852691563,,0.5591238871904791
0.0,-0.3767086779864628,-2.493297667420139,
0.0,0.4998315796673995,,0.46079810801168414
0.0,0.037162720032171775,1.4670046322340107,
0.0,1.0677676316286302,-0.33701934651221854,
0.0,-0.26908153056115425,0.12385208365118519,
0.0,-0.3767086779864628,-0.9271898717193263,
0.0,1.358874502623796,0.2671305983661244,
0.0,0.5861679153793732,-0.30073933272338327,
0.0,-1.5067656140894745,1.4361676884259396,
1.0,1.8834051942195609,0.6356657552978802,
0.0,0.1341588862876522,-0.12558693993359898,
0.0,-0.6012352237874928,,1.0671246044199365
0.0,-0.3767086779864628,1.0651910317306268,
0.0,0.4115549400658178,0.44873707671838464,
0.0,-0.1643247852691563,-2.900555981693038,
0.0,1.428401010469085,1.8871445546299515,
0.0,2.34607405385479,-0.17599868536363777,
0.0,-0.6012352237874928,1.2318480460163101,
0.0,-0.8393775376216905,1.4234959200700308,
0.0,-0.06228930447438336,,0.7335509322298353
0.0,2.1788937111176145,0.08775154488433677,
0.0,0.8343438110280261,,0.7366106062357263
0.0,1.2160171177517785,1.7180321333435553,
0.0,0.7533482581165507,-0.2989828305172355,
1.0,-0.4873679715635964,-0.28340623062171433,
0.0,-1.9694344737247023,-0.03501577731304895,
0.0,-0.8393775376216905,-0.4639321041574448,
0.0,0.32124877567372906,0.015361149334179643,
0.0,1.2160171177517785,,
0.0,0.1341588862876522,-1.4284353439930235,
0.0,0.7533482581165507,,
0.0,0.037162720032171775,0.7990371946823414,
0.0,0.4115549400658178,-0.02613017053005902,
0.0,0.6706474109978496,-0.5072955962388502,
0.0,1.2880951977196817,1.6068171224665622,
0.0,-1.2260644316816154,-0.32406497340124535,
0.0,-0.26908153056115425,-0.6260335683719833,
0.0,1.496718300159636,0.44429899774596204,
1.0,0.1341588862876522,1.0997676567458807,
0.0,0.8343438110280261,-2.123958932222668,
0.0,-0.1643247852691563,0.6395839541495706,
0.0,0.5861679153793732,0.12042612904438009,
0.0,1.2880951977196817,,
0.0,1.496718300159636,-1.6261294553292185,
1.0,-0.718501996037194,-0.09012059845299387,
0.0,0.32124877567372906,-0.34835505922153803,
0.0,0.4115549400658178,1.4235894119232568,
0.0,0.5861679153793732,0.13401169500329263,
0.0,-0.3767086779864628,0.9512499190637905,
0.0,0.8343438110280261,-0.22958461771477517,
0.0,0.5861679153793732,-0.5514149571690247,
0.0,-0.9640910327549231,1.6202810498028801,
0.0,-1.5067656140894745,0.3078457527808623,
0.0,-1.09289421607084,-1.491673692344445,
0.0,-0.6012352237874928,0.9809798346017217,
0.0,-0.1643247852691563,-0.07675281386743528,
0.0,0.8343438110280261,,1.1931073306420024
0.0,-0.26908153056115425,0.6840129272809682,
0.0,0.6706474109978496,1.4280596155146903,
0.0,-1.655015100212623,0.32688979945424795,
0.0,1.8834051942195609,0.7440382402136383,
0.0,-0.1643247852691563,0.8455872398207616,
0.0,1.496718300159636,-0.8642644103285413,
0.0,-0.3767086779864628,0.16187840258527061,
0.0,-0.718501996037194,-0.5173825315378796,
0.0,0.6706474109978496,-0.4192299792078487,
0.0,1.2160171177517785,-0.5761865226117395,
0.0,-0.9640910327549231,-0.29548550143894586,
0.0,-0.06228930447438336,-0.5790045114686151,
0.0,1.5638677155604384,,0.6403665396490923
0.0,0.32124877567372906,0.4793654856754953,
0.0,-1.09289421607084,-0.11523337598384846,
